time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,quat_w,quat_x,quat_y,quat_z,ang_vel_x,ang_vel_y,ang_vel_z,mass_kg,cg_z,thrust_x,thrust_y,thrust_z,aero_x,aero_y,aero_z,inertia_x,inertia_y,inertia_z,wind_x,wind_y,wind_z,tvc_cmd_pitch,tvc_cmd_yaw,tvc_err_pitch,tvc_err_yaw,num_engines
13.06,-11.9948,0,1312.74,-3.15213,0,183.206,0,0,0,0.999863,0,-0.0165459,0,0,-0.00063927,0,90.2114,0.997039,-25.6424,0,1543.63,35.2341,-0,-228.206,122.887,122.887,2.40423,10,0,0,-0.0166106,-0,0.0330933,0,1
13.07,-12.0263,0,1314.57,-3.1559,0,183.253,0,0,0,0.999863,0,-0.0165491,0,0,-0.000637499,0,90.2066,0.997016,-25.648,0,1543.69,35.2419,-0,-228.284,122.883,122.883,2.40413,10,0,0,-0.0166136,-0,0.0330996,0,1
13.08,-12.0579,0,1316.4,-3.15966,0,183.301,0,0,0,0.999863,0,-0.0165523,0,0,-0.00063585,0,90.2018,0.996993,-25.6537,0,1543.74,35.2498,-0,-228.361,122.879,122.879,2.40404,10,0,0,-0.0166166,-0,0.033106,0,1
13.09,-12.0895,0,1318.24,-3.16342,0,183.349,0,0,0,0.999863,0,-0.0165554,0,0,-0.000634316,0,90.197,0.99697,-25.6593,0,1543.8,35.2576,-0,-228.439,122.875,122.875,2.40394,10,0,0,-0.0166196,-0,0.0331124,0,1
13.1,-12.1212,0,1320.07,-3.16719,0,183.396,0,0,0,0.999863,0,-0.0165586,0,0,-0.00063289,0,90.1922,0.996948,-25.6649,0,1543.86,35.2654,-0,-228.516,122.871,122.871,2.40384,10,0,0,-0.0166226,-0,0.0331187,0,1
13.11,-12.1529,0,1321.9,-3.17096,0,183.444,0,0,0,0.999863,0,-0.0165618,0,0,-0.000631564,0,90.1874,0.996925,-25.6705,0,1543.92,35.2733,-0,-228.594,122.867,122.867,2.40375,10,0,0,-0.0166257,-0,0.033125,0,1
13.12,-12.1846,0,1323.74,-3.17472,0,183.492,0,0,0,0.999863,0,-0.0165649,0,0,-0.000630332,0,90.1826,0.996902,-25.6762,0,1543.97,35.2812,-0,-228.671,122.863,122.863,2.40365,10,0,0,-0.0166287,-0,0.0331313,0,1
13.13,-12.2164,0,1325.57,-3.17849,0,183.54,0,0,0,0.999863,0,-0.0165681,0,0,-0.000629188,0,90.1778,0.996879,-25.6818,0,1544.03,35.2891,-0,-228.748,122.859,122.859,2.40356,10,0,0,-0.0166317,-0,0.0331376,0,1
13.14,-12.2482,0,1327.41,-3.18226,0,183.587,0,0,0,0.999863,0,-0.0165712,0,0,-0.000628125,0,90.173,0.996857,-25.6874,0,1544.09,35.2969,-0,-228.826,122.855,122.855,2.40346,10,0,0,-0.0166348,-0,0.0331439,0,1
13.15,-12.28,0,1329.24,-3.18603,0,183.635,0,0,0,0.999863,0,-0.0165743,0,0,-0.000627139,0,90.1682,0.996834,-25.6931,0,1544.14,35.3048,-0,-228.903,122.851,122.851,2.40336,10,0,0,-0.0166378,-0,0.0331502,0,1
13.16,-12.3119,0,1331.08,-3.1898,0,183.683,0,0,0,0.999863,0,-0.0165775,0,0,-0.000626223,0,90.1634,0.996811,-25.6987,0,1544.2,35.3127,-0,-228.981,122.847,122.847,2.40327,10,0,0,-0.0166409,-0,0.0331565,0,1
13.17,-12.3438,0,1332.92,-3.19357,0,183.73,0,0,0,0.999863,0,-0.0165806,0,0,-0.000625374,0,90.1586,0.996788,-25.7044,0,1544.26,35.3206,-0,-229.058,122.843,122.843,2.40317,10,0,0,-0.0166439,-0,0.0331627,0,1
13.18,-12.3758,0,1334.76,-3.19734,0,183.778,0,0,0,0.999862,0,-0.0165837,0,0,-0.000624586,0,90.1538,0.996766,-25.7101,0,1544.32,35.3286,-0,-229.136,122.839,122.839,2.40308,10,0,0,-0.0166469,-0,0.033169,0,1
13.19,-12.4078,0,1336.59,-3.20111,0,183.826,0,0,0,0.999862,0,-0.0165868,0,0,-0.000623855,0,90.149,0.996743,-25.7157,0,1544.37,35.3365,-0,-229.213,122.835,122.835,2.40298,10,0,0,-0.01665,-0,0.0331752,0,1
13.2,-12.4398,0,1338.43,-3.20488,0,183.874,0,0,0,0.999862,0,-0.01659,0,0,-0.000623177,0,90.1442,0.99672,-25.7214,0,1544.43,35.3444,-0,-229.291,122.831,122.831,2.40288,10,0,0,-0.016653,-0,0.0331814,0,1
13.21,-12.4719,0,1340.27,-3.20866,0,183.921,0,0,0,0.999862,0,-0.0165931,0,0,-0.000622548,0,90.1394,0.996697,-25.7271,0,1544.49,35.3523,-0,-229.368,122.827,122.827,2.40279,10,0,0,-0.0166561,-0,0.0331877,0,1
13.22,-12.504,0,1342.11,-3.21243,0,183.969,0,0,0,0.999862,0,-0.0165962,0,0,-0.000621965,0,90.1346,0.996675,-25.7327,0,1544.55,35.3602,-0,-229.446,122.823,122.823,2.40269,10,0,0,-0.0166591,-0,0.0331939,0,1
13.23,-12.5361,0,1343.95,-3.2162,0,184.017,0,0,0,0.999862,0,-0.0165993,0,0,-0.000621425,0,90.1298,0.996652,-25.7384,0,1544.6,35.3682,-0,-229.523,122.819,122.819,2.4026,10,0,0,-0.0166622,-0,0.0332001,0,1
13.24,-12.5683,0,1345.79,-3.21998,0,184.065,0,0,0,0.999862,0,-0.0166024,0,0,-0.000620924,0,90.125,0.996629,-25.7441,0,1544.66,35.3761,-0,-229.6,122.815,122.815,2.4025,10,0,0,-0.0166653,-0,0.0332063,0,1
13.25,-12.6005,0,1347.63,-3.22376,0,184.112,0,0,0,0.999862,0,-0.0166055,0,0,-0.000620458,0,90.1202,0.996606,-25.7498,0,1544.72,35.384,-0,-229.678,122.811,122.811,2.4024,10,0,0,-0.0166683,-0,0.0332125,0,1
13.26,-12.6328,0,1349.47,-3.22753,0,184.16,0,0,0,0.999862,0,-0.0166086,0,0,-0.000620027,0,90.1154,0.996583,-25.7554,0,1544.78,35.392,-0,-229.755,122.807,122.807,2.40231,10,0,0,-0.0166714,-0,0.0332187,0,1
13.27,-12.6651,0,1351.32,-3.23131,0,184.208,0,0,0,0.999862,0,-0.0166117,0,0,-0.000619626,0,90.1106,0.996561,-25.7611,0,1544.83,35.3999,-0,-229.833,122.803,122.803,2.40221,10,0,0,-0.0166744,-0,0.0332249,0,1
13.28,-12.6974,0,1353.16,-3.23509,0,184.256,0,0,0,0.999862,0,-0.0166148,0,0,-0.000619254,0,90.1058,0.996538,-25.7668,0,1544.89,35.4079,-0,-229.91,122.799,122.799,2.40212,10,0,0,-0.0166775,-0,0.0332311,0,1
13.29,-12.7298,0,1355,-3.23887,0,184.304,0,0,0,0.999862,0,-0.0166179,0,0,-0.000618908,0,90.101,0.996515,-25.7725,0,1544.95,35.4158,-0,-229.988,122.795,122.795,2.40202,10,0,0,-0.0166805,-0,0.0332373,0,1
13.3,-12.7622,0,1356.84,-3.24265,0,184.351,0,0,0,0.999862,0,-0.016621,0,0,-0.000618586,0,90.0962,0.996492,-25.7782,0,1545,35.4237,-0,-230.065,122.791,122.791,2.40192,10,0,0,-0.0166836,-0,0.0332435,0,1
13.31,-12.7946,0,1358.69,-3.24643,0,184.399,0,0,0,0.999862,0,-0.0166241,0,0,-0.000618286,0,90.0914,0.99647,-25.7839,0,1545.06,35.4317,-0,-230.142,122.787,122.787,2.40183,10,0,0,-0.0166867,-0,0.0332497,0,1
13.32,-12.8271,0,1360.53,-3.25022,0,184.447,0,0,0,0.999862,0,-0.0166272,0,0,-0.000618007,0,90.0866,0.996447,-25.7896,0,1545.12,35.4396,-0,-230.22,122.783,122.783,2.40173,10,0,0,-0.0166897,-0,0.0332559,0,1
13.33,-12.8596,0,1362.38,-3.254,0,184.495,0,0,0,0.999862,0,-0.0166303,0,0,-0.000617746,0,90.0818,0.996424,-25.7952,0,1545.18,35.4476,-0,-230.297,122.779,122.779,2.40164,10,0,0,-0.0166928,-0,0.033262,0,1
13.34,-12.8922,0,1364.22,-3.25778,0,184.543,0,0,0,0.999862,0,-0.0166333,0,0,-0.000617503,0,90.077,0.996401,-25.8009,0,1545.23,35.4555,-0,-230.375,122.775,122.775,2.40154,10,0,0,-0.0166959,-0,0.0332682,0,1
13.35,-12.9248,0,1366.07,-3.26157,0,184.59,0,0,0,0.999862,0,-0.0166364,0,0,-0.000617275,0,90.0722,0.996378,-25.8066,0,1545.29,35.4635,-0,-230.452,122.771,122.771,2.40144,10,0,0,-0.0166989,-0,0.0332744,0,1
13.36,-12.9574,0,1367.91,-3.26535,0,184.638,0,0,0,0.999862,0,-0.0166395,0,0,-0.000617061,0,90.0674,0.996356,-25.8123,0,1545.35,35.4714,-0,-230.529,122.767,122.767,2.40135,10,0,0,-0.016702,-0,0.0332806,0,1
13.37,-12.9901,0,1369.76,-3.26914,0,184.686,0,0,0,0.999862,0,-0.0166426,0,0,-0.00061686,0,90.0626,0.996333,-25.818,0,1545.41,35.4793,-0,-230.607,122.763,122.763,2.40125,10,0,0,-0.0167051,-0,0.0332867,0,1
13.38,-13.0228,0,1371.61,-3.27293,0,184.734,0,0,0,0.999861,0,-0.0166457,0,0,-0.000616671,0,90.0578,0.99631,-25.8237,0,1545.46,35.4873,-0,-230.684,122.759,122.759,2.40116,10,0,0,-0.0167081,-0,0.0332929,0,1
13.39,-13.0555,0,1373.45,-3.27671,0,184.782,0,0,0,0.999861,0,-0.0166488,0,0,-0.000616493,0,90.053,0.996287,-25.8294,0,1545.52,35.4952,-0,-230.762,122.755,122.755,2.40106,10,0,0,-0.0167112,-0,0.0332991,0,1
13.4,-13.0883,0,1375.3,-3.2805,0,184.83,0,0,0,0.999861,0,-0.0166518,0,0,-0.000616324,0,90.0482,0.996264,-25.8351,0,1545.58,35.5032,-0,-230.839,122.751,122.751,2.40096,10,0,0,-0.0167143,-0,0.0333052,0,1
13.41,-13.1211,0,1377.15,-3.28429,0,184.878,0,0,0,0.999861,0,-0.0166549,0,0,-0.000616164,0,90.0434,0.996242,-25.8408,0,1545.64,35.5111,-0,-230.916,122.747,122.747,2.40087,10,0,0,-0.0167173,-0,0.0333114,0,1
13.42,-13.154,0,1379,-3.28808,0,184.925,0,0,0,0.999861,0,-0.016658,0,0,-0.000616012,0,90.0386,0.996219,-25.8465,0,1545.69,35.519,-0,-230.994,122.743,122.743,2.40077,10,0,0,-0.0167204,-0,0.0333176,0,1
13.43,-13.1869,0,1380.85,-3.29187,0,184.973,0,0,0,0.999861,0,-0.0166611,0,0,-0.000615866,0,90.0338,0.996196,-25.8522,0,1545.75,35.527,-0,-231.071,122.74,122.74,2.40068,10,0,0,-0.0167234,-0,0.0333237,0,1
13.44,-13.2198,0,1382.7,-3.29566,0,185.021,0,0,0,0.999861,0,-0.0166642,0,0,-0.000615727,0,90.029,0.996173,-25.8579,0,1545.81,35.5349,-0,-231.148,122.736,122.736,2.40058,10,0,0,-0.0167265,-0,0.0333299,0,1
13.45,-13.2528,0,1384.55,-3.29945,0,185.069,0,0,0,0.999861,0,-0.0166672,0,0,-0.000615594,0,90.0242,0.99615,-25.8636,0,1545.87,35.5429,-0,-231.226,122.732,122.732,2.40048,10,0,0,-0.0167296,-0,0.033336,0,1
13.46,-13.2858,0,1386.4,-3.30325,0,185.117,0,0,0,0.999861,0,-0.0166703,0,0,-0.000615465,0,90.0194,0.996128,-25.8693,0,1545.92,35.5508,-0,-231.303,122.728,122.728,2.40039,10,0,0,-0.0167326,-0,0.0333422,0,1
13.47,-13.3189,0,1388.25,-3.30704,0,185.165,0,0,0,0.999861,0,-0.0166734,0,0,-0.000615341,0,90.0146,0.996105,-25.875,0,1545.98,35.5587,-0,-231.38,122.724,122.724,2.40029,10,0,0,-0.0167357,-0,0.0333483,0,1
13.48,-13.352,0,1390.1,-3.31084,0,185.213,0,0,0,0.999861,0,-0.0166765,0,0,-0.000615221,0,90.0098,0.996082,-25.8807,0,1546.04,35.5667,-0,-231.458,122.72,122.72,2.4002,10,0,0,-0.0167388,-0,0.0333545,0,1
13.49,-13.3851,0,1391.96,-3.31463,0,185.261,0,0,0,0.999861,0,-0.0166796,0,0,-0.000615104,0,90.005,0.996059,-25.8864,0,1546.1,35.5746,-0,-231.535,122.716,122.716,2.4001,10,0,0,-0.0167418,-0,0.0333606,0,1
13.5,-13.4183,0,1393.81,-3.31843,0,185.309,0,0,0,0.999861,0,-0.0166826,0,0,-0.00061499,0,90.0002,0.996036,-25.8921,0,1546.15,35.5825,-0,-231.612,122.712,122.712,2.4,10,0,0,-0.0167449,-0,0.0333668,0,1
13.51,-13.4515,0,1395.66,-3.32222,0,185.356,0,0,0,0.999861,0,-0.0166857,0,0,-0.000614879,0,89.9954,0.996014,-25.8978,0,1546.21,35.5905,-0,-231.69,122.708,122.708,2.39991,10,0,0,-0.016748,-0,0.0333729,0,1
13.52,-13.4847,0,1397.52,-3.32602,0,185.404,0,0,0,0.999861,0,-0.0166888,0,0,-0.000614769,0,89.9906,0.995991,-25.9035,0,1546.27,35.5984,-0,-231.767,122.704,122.704,2.39981,10,0,0,-0.016751,-0,0.0333791,0,1
13.53,-13.518,0,1399.37,-3.32982,0,185.452,0,0,0,0.999861,0,-0.0166918,0,0,-0.000614662,0,89.9858,0.995968,-25.9092,0,1546.33,35.6063,-0,-231.844,122.7,122.7,2.39972,10,0,0,-0.0167541,-0,0.0333852,0,1
13.54,-13.5513,0,1401.23,-3.33362,0,185.5,0,0,0,0.999861,0,-0.0166949,0,0,-0.000614555,0,89.981,0.995945,-25.9149,0,1546.38,35.6142,-0,-231.922,122.696,122.696,2.39962,10,0,0,-0.0167572,-0,0.0333914,0,1
13.55,-13.5847,0,1403.08,-3.33742,0,185.548,0,0,0,0.999861,0,-0.016698,0,0,-0.00061445,0,89.9762,0.995922,-25.9206,0,1546.44,35.6222,-0,-231.999,122.692,122.692,2.39952,10,0,0,-0.0167602,-0,0.0333975,0,1
13.56,-13.6181,0,1404.94,-3.34122,0,185.596,0,0,0,0.999861,0,-0.0167011,0,0,-0.000614346,0,89.9714,0.9959,-25.9263,0,1546.5,35.6301,-0,-232.076,122.688,122.688,2.39943,10,0,0,-0.0167633,-0,0.0334037,0,1
13.57,-13.6515,0,1406.79,-3.34502,0,185.644,0,0,0,0.99986,0,-0.0167041,0,0,-0.000614243,0,89.9666,0.995877,-25.932,0,1546.56,35.638,-0,-232.154,122.684,122.684,2.39933,10,0,0,-0.0167663,-0,0.0334098,0,1
13.58,-13.685,0,1408.65,-3.34883,0,185.692,0,0,0,0.99986,0,-0.0167072,0,0,-0.000614139,0,89.9618,0.995854,-25.9377,0,1546.61,35.6459,-0,-232.231,122.68,122.68,2.39924,10,0,0,-0.0167694,-0,0.033416,0,1
13.59,-13.7185,0,1410.51,-3.35263,0,185.74,0,0,0,0.99986,0,-0.0167103,0,0,-0.000614037,0,89.957,0.995831,-25.9434,0,1546.67,35.6538,-0,-232.308,122.676,122.676,2.39914,10,0,0,-0.0167725,-0,0.0334221,0,1
13.6,-13.752,0,1412.36,-3.35643,0,185.788,0,0,0,0.99986,0,-0.0167133,0,0,-0.000613934,0,89.9522,0.995808,-25.9491,0,1546.73,35.6618,-0,-232.386,122.672,122.672,2.39904,10,0,0,-0.0167755,-0,0.0334282,0,1
13.61,-13.7856,0,1414.22,-3.36024,0,185.836,0,0,0,0.99986,0,-0.0167164,0,0,-0.000613831,0,89.9474,0.995785,-25.9548,0,1546.78,35.6697,-0,-232.463,122.668,122.668,2.39895,10,0,0,-0.0167786,-0,0.0334344,0,1
13.62,-13.8192,0,1416.08,-3.36404,0,185.884,0,0,0,0.99986,0,-0.0167195,0,0,-0.000613728,0,89.9426,0.995763,-25.9605,0,1546.84,35.6776,-0,-232.54,122.664,122.664,2.39885,10,0,0,-0.0167816,-0,0.0334405,0,1
13.63,-13.8529,0,1417.94,-3.36785,0,185.932,0,0,0,0.99986,0,-0.0167225,0,0,-0.000613625,0,89.9378,0.99574,-25.9662,0,1546.9,35.6855,-0,-232.617,122.66,122.66,2.39876,10,0,0,-0.0167847,-0,0.0334467,0,1
13.64,-13.8866,0,1419.8,-3.37166,0,185.98,0,0,0,0.99986,0,-0.0167256,0,0,-0.000613521,0,89.933,0.995717,-25.9719,0,1546.96,35.6934,-0,-232.695,122.656,122.656,2.39866,10,0,0,-0.0167877,-0,0.0334528,0,1
13.65,-13.9203,0,1421.66,-3.37546,0,186.028,0,0,0,0.99986,0,-0.0167287,0,0,-0.000613417,0,89.9282,0.995694,-25.9776,0,1547.01,35.7013,-0,-232.772,122.652,122.652,2.39856,10,0,0,-0.0167908,-0,0.0334589,0,1
13.66,-13.9541,0,1423.52,-3.37927,0,186.076,0,0,0,0.99986,0,-0.0167317,0,0,-0.000613312,0,89.9234,0.995671,-25.9833,0,1547.07,35.7092,-0,-232.849,122.648,122.648,2.39847,10,0,0,-0.0167939,-0,0.0334651,0,1
13.67,-13.9879,0,1425.38,-3.38308,0,186.124,0,0,0,0.99986,0,-0.0167348,0,0,-0.000613206,0,89.9186,0.995648,-25.989,0,1547.13,35.7171,-0,-232.927,122.644,122.644,2.39837,10,0,0,-0.0167969,-0,0.0334712,0,1
13.68,-14.0217,0,1427.24,-3.38689,0,186.172,0,0,0,0.99986,0,-0.0167379,0,0,-0.0006131,0,89.9138,0.995626,-25.9947,0,1547.19,35.7251,-0,-233.004,122.64,122.64,2.39828,10,0,0,-0.0168,-0,0.0334773,0,1
13.69,-14.0556,0,1429.1,-3.3907,0,186.22,0,0,0,0.99986,0,-0.0167409,0,0,-0.000612993,0,89.909,0.995603,-26.0004,0,1547.25,35.733,-0,-233.081,122.636,122.636,2.39818,10,0,0,-0.016803,-0,0.0334835,0,1
13.7,-14.0896,0,1430.97,-3.39452,0,186.268,0,0,0,0.99986,0,-0.016744,0,0,-0.000612885,0,89.9042,0.99558,-26.0061,0,1547.3,35.7409,-0,-233.158,122.632,122.632,2.39808,10,0,0,-0.0168061,-0,0.0334896,0,1
13.71,-14.1235,0,1432.83,-3.39833,0,186.316,0,0,0,0.99986,0,-0.0167471,0,0,-0.000612776,0,89.8994,0.995557,-26.0118,0,1547.36,35.7488,-0,-233.236,122.628,122.628,2.39799,10,0,0,-0.0168091,-0,0.0334957,0,1
13.72,-14.1575,0,1434.69,-3.40214,0,186.364,0,0,0,0.99986,0,-0.0167501,0,0,-0.000612666,0,89.8946,0.995534,-26.0175,0,1547.42,35.7567,-0,-233.313,122.624,122.624,2.39789,10,0,0,-0.0168122,-0,0.0335018,0,1
13.73,-14.1916,0,1436.56,-3.40596,0,186.412,0,0,0,0.99986,0,-0.0167532,0,0,-0.000612556,0,89.8898,0.995511,-26.0231,0,1547.48,35.7646,-0,-233.39,122.62,122.62,2.3978,10,0,0,-0.0168152,-0,0.033508,0,1
13.74,-14.2256,0,1438.42,-3.40977,0,186.46,0,0,0,0.99986,0,-0.0167563,0,0,-0.000612444,0,89.885,0.995489,-26.0288,0,1547.53,35.7725,-0,-233.467,122.616,122.616,2.3977,10,0,0,-0.0168183,-0,0.0335141,0,1
13.75,-14.2598,0,1440.29,-3.41359,0,186.508,0,0,0,0.99986,0,-0.0167593,0,0,-0.000612331,0,89.8802,0.995466,-26.0345,0,1547.59,35.7804,-0,-233.545,122.612,122.612,2.3976,10,0,0,-0.0168213,-0,0.0335202,0,1
13.76,-14.2939,0,1442.15,-3.4174,0,186.556,0,0,0,0.99986,0,-0.0167624,0,0,-0.000612218,0,89.8754,0.995443,-26.0402,0,1547.65,35.7883,-0,-233.622,122.608,122.608,2.39751,10,0,0,-0.0168244,-0,0.0335263,0,1
13.77,-14.3281,0,1444.02,-3.42122,0,186.604,0,0,0,0.999859,0,-0.0167654,0,0,-0.000612103,0,89.8706,0.99542,-26.0459,0,1547.71,35.7962,-0,-233.699,122.604,122.604,2.39741,10,0,0,-0.0168274,-0,0.0335325,0,1
13.78,-14.3623,0,1445.88,-3.42504,0,186.652,0,0,0,0.999859,0,-0.0167685,0,0,-0.000611987,0,89.8658,0.995397,-26.0516,0,1547.76,35.8041,-0,-233.776,122.6,122.6,2.39732,10,0,0,-0.0168305,-0,0.0335386,0,1
13.79,-14.3966,0,1447.75,-3.42886,0,186.7,0,0,0,0.999859,0,-0.0167716,0,0,-0.000611871,0,89.861,0.995374,-26.0573,0,1547.82,35.8119,-0,-233.853,122.596,122.596,2.39722,10,0,0,-0.0168335,-0,0.0335447,0,1
13.8,-14.4309,0,1449.62,-3.43268,0,186.749,0,0,0,0.999859,0,-0.0167746,0,0,-0.000611753,0,89.8562,0.995351,-26.063,0,1547.88,35.8198,-0,-233.931,122.592,122.592,2.39712,10,0,0,-0.0168366,-0,0.0335508,0,1
13.81,-14.4653,0,1451.49,-3.4365,0,186.797,0,0,0,0.999859,0,-0.0167777,0,0,-0.000611635,0,89.8514,0.995329,-26.0687,0,1547.94,35.8277,-0,-234.008,122.588,122.588,2.39703,10,0,0,-0.0168396,-0,0.0335569,0,1
13.82,-14.4996,0,1453.35,-3.44032,0,186.845,0,0,0,0.999859,0,-0.0167807,0,0,-0.000611515,0,89.8466,0.995306,-26.0743,0,1547.99,35.8356,-0,-234.085,122.584,122.584,2.39693,10,0,0,-0.0168427,-0,0.0335631,0,1
13.83,-14.5341,0,1455.22,-3.44414,0,186.893,0,0,0,0.999859,0,-0.0167838,0,0,-0.000611395,0,89.8418,0.995283,-26.08,0,1548.05,35.8435,-0,-234.162,122.58,122.58,2.39684,10,0,0,-0.0168457,-0,0.0335692,0,1
13.84,-14.5685,0,1457.09,-3.44796,0,186.941,0,0,0,0.999859,0,-0.0167869,0,0,-0.000611273,0,89.837,0.99526,-26.0857,0,1548.11,35.8514,-0,-234.239,122.576,122.576,2.39674,10,0,0,-0.0168488,-0,0.0335753,0,1
13.85,-14.603,0,1458.96,-3.45179,0,186.989,0,0,0,0.999859,0,-0.0167899,0,0,-0.000611151,0,89.8322,0.995237,-26.0914,0,1548.17,35.8593,-0,-234.317,122.572,122.572,2.39664,10,0,0,-0.0168518,-0,0.0335814,0,1
13.86,-14.6376,0,1460.83,-3.45561,0,187.037,0,0,0,0.999859,0,-0.016793,0,0,-0.000611028,0,89.8274,0.995214,-26.0971,0,1548.22,35.8672,-0,-234.394,122.568,122.568,2.39655,10,0,0,-0.0168549,-0,0.0335875,0,1
13.87,-14.6721,0,1462.7,-3.45943,0,187.085,0,0,0,0.999859,0,-0.016796,0,0,-0.000610903,0,89.8226,0.995191,-26.1028,0,1548.28,35.875,-0,-234.471,122.564,122.564,2.39645,10,0,0,-0.0168579,-0,0.0335936,0,1
13.88,-14.7068,0,1464.57,-3.46326,0,187.133,0,0,0,0.999859,0,-0.0167991,0,0,-0.000610778,0,89.8178,0.995169,-26.1084,0,1548.34,35.8829,-0,-234.548,122.56,122.56,2.39636,10,0,0,-0.0168609,-0,0.0335997,0,1
13.89,-14.7414,0,1466.44,-3.46709,0,187.181,0,0,0,0.999859,0,-0.0168021,0,0,-0.000610653,0,89.813,0.995146,-26.1141,0,1548.4,35.8908,-0,-234.625,122.556,122.556,2.39626,10,0,0,-0.016864,-0,0.0336058,0,1
13.9,-14.7761,0,1468.32,-3.47091,0,187.23,0,0,0,0.999859,0,-0.0168052,0,0,-0.000610526,0,89.8082,0.995123,-26.1198,0,1548.45,35.8987,-0,-234.702,122.552,122.552,2.39616,10,0,0,-0.016867,-0,0.0336119,0,1
13.91,-14.8108,0,1470.19,-3.47474,0,187.278,0,0,0,0.999859,0,-0.0168082,0,0,-0.000610398,0,89.8034,0.9951,-26.1255,0,1548.51,35.9066,-0,-234.78,122.548,122.548,2.39607,10,0,0,-0.0168701,-0,0.033618,0,1
13.92,-14.8456,0,1472.06,-3.47857,0,187.326,0,0,0,0.999859,0,-0.0168113,0,0,-0.00061027,0,89.7986,0.995077,-26.1312,0,1548.57,35.9144,-0,-234.857,122.544,122.544,2.39597,10,0,0,-0.0168731,-0,0.0336241,0,1
13.93,-14.8804,0,1473.94,-3.4824,0,187.374,0,0,0,0.999859,0,-0.0168143,0,0,-0.000610141,0,89.7938,0.995054,-26.1368,0,1548.63,35.9223,-0,-234.934,122.54,122.54,2.39588,10,0,0,-0.0168761,-0,0.0336302,0,1
13.94,-14.9152,0,1475.81,-3.48623,0,187.422,0,0,0,0.999859,0,-0.0168174,0,0,-0.000610011,0,89.789,0.995031,-26.1425,0,1548.68,35.9302,-0,-235.011,122.536,122.536,2.39578,10,0,0,-0.0168792,-0,0.0336363,0,1
13.95,-14.9501,0,1477.68,-3.49006,0,187.47,0,0,0,0.999859,0,-0.0168204,0,0,-0.000609881,0,89.7842,0.995009,-26.1482,0,1548.74,35.9381,-0,-235.088,122.532,122.532,2.39568,10,0,0,-0.0168822,-0,0.0336424,0,1
13.96,-14.985,0,1479.56,-3.4939,0,187.519,0,0,0,0.999858,0,-0.0168235,0,0,-0.00060975,0,89.7794,0.994986,-26.1539,0,1548.8,35.9459,-0,-235.165,122.528,122.528,2.39559,10,0,0,-0.0168852,-0,0.0336485,0,1
13.97,-15.02,0,1481.43,-3.49773,0,187.567,0,0,0,0.999858,0,-0.0168265,0,0,-0.000609618,0,89.7746,0.994963,-26.1596,0,1548.86,35.9538,-0,-235.242,122.524,122.524,2.39549,10,0,0,-0.0168883,-0,0.0336546,0,1
13.98,-15.055,0,1483.31,-3.50156,0,187.615,0,0,0,0.999858,0,-0.0168296,0,0,-0.000609485,0,89.7698,0.99494,-26.1652,0,1548.92,35.9617,-0,-235.32,122.52,122.52,2.3954,10,0,0,-0.0168913,-0,0.0336607,0,1
13.99,-15.09,0,1485.19,-3.5054,0,187.663,0,0,0,0.999858,0,-0.0168326,0,0,-0.000609352,0,89.765,0.994917,-26.1709,0,1548.97,35.9696,-0,-235.397,122.516,122.516,2.3953,10,0,0,-0.0168943,-0,0.0336668,0,1
14,-15.1251,0,1487.06,-3.50923,0,187.711,0,0,0,0.999858,0,-0.0168357,0,0,-0.000609218,0,89.7602,0.994894,-26.1766,0,1549.03,35.9774,-0,-235.474,122.512,122.512,2.3952,10,0,0,-0.0168974,-0,0.0336729,0,1
14.01,-15.1602,0,1488.94,-3.51307,0,187.759,0,0,0,0.999858,0,-0.0168387,0,0,-0.000609083,0,89.7554,0.994871,-26.1823,0,1549.09,35.9853,-0,-235.551,122.508,122.508,2.39511,10,0,0,-0.0169004,-0,0.033679,0,1
14.02,-15.1954,0,1490.82,-3.5169,0,187.808,0,0,0,0.999858,0,-0.0168418,0,0,-0.000608948,0,89.7506,0.994848,-26.1879,0,1549.15,35.9932,-0,-235.628,122.504,122.504,2.39501,10,0,0,-0.0169034,-0,0.0336851,0,1
14.03,-15.2306,0,1492.7,-3.52074,0,187.856,0,0,0,0.999858,0,-0.0168448,0,0,-0.000608813,0,89.7458,0.994826,-26.1936,0,1549.2,36.001,-0,-235.705,122.5,122.5,2.39492,10,0,0,-0.0169065,-0,0.0336912,0,1
14.04,-15.2658,0,1494.58,-3.52458,0,187.904,0,0,0,0.999858,0,-0.0168478,0,0,-0.000608677,0,89.741,0.994803,-26.1993,0,1549.26,36.0089,-0,-235.782,122.496,122.496,2.39482,10,0,0,-0.0169095,-0,0.0336973,0,1
14.05,-15.301,0,1496.46,-3.52842,0,187.952,0,0,0,0.999858,0,-0.0168509,0,0,-0.00060854,0,89.7362,0.99478,-26.2049,0,1549.32,36.0168,-0,-235.859,122.492,122.492,2.39472,10,0,0,-0.0169125,-0,0.0337034,0,1
14.06,-15.3363,0,1498.34,-3.53226,0,188.001,0,0,0,0.999858,0,-0.0168539,0,0,-0.000608403,0,89.7314,0.994757,-26.2106,0,1549.38,36.0246,-0,-235.936,122.488,122.488,2.39463,10,0,0,-0.0169156,-0,0.0337094,0,1
