time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,quat_w,quat_x,quat_y,quat_z,ang_vel_x,ang_vel_y,ang_vel_z,mass_kg,cg_z,thrust_x,thrust_y,thrust_z,aero_x,aero_y,aero_z,inertia_x,inertia_y,inertia_z,wind_x,wind_y,wind_z,tvc_cmd_pitch,tvc_cmd_yaw,tvc_err_pitch,tvc_err_yaw,num_engines
0,2.08969e-08,0,-4.90649e-06,4.17901e-05,0,-0.00981298,0,0,0,0.999048,0,0.0436194,0,0,-7.16724e-05,0,100,1.04085,0,0,0,4.18789,-0,0.0678011,130.97,130.97,2.6,10,0,0,0.043626,-0,-0.0872664,0,1
0.01,0.000164737,0,0.000748818,0.0327902,0,0.149781,0,0,0,0.999051,0,0.0435551,0,0,-0.0254219,0,99.992,1.04082,103.184,0,2497.87,4.19944,-0,0.0550773,130.964,130.964,2.59984,10,0,0,0.0410267,-0,-0.0871377,0,1
0.02,0.000653478,0,0.00299599,0.0648378,0,0.299672,0,0,0,0.999059,0,0.0433679,0,0,-0.0492685,0,99.984,1.04078,96.752,0,2498.13,4.21143,-0,0.0430033,130.957,130.957,2.59968,10,0,0,0.0384547,-0,-0.086763,0,1
0.03,0.00145897,0,0.00674264,0.0961328,0,0.449677,0,0,0,0.999072,0,0.0430653,0,0,-0.0716295,0,99.976,1.04075,90.4002,0,2498.37,4.22624,-0,0.0308302,130.951,130.951,2.59952,10,0,0,0.0359157,-0,-0.0861573,0,1
0.04,0.00257346,0,0.0119899,0.126628,0,0.599799,0,0,0,0.99909,0,0.0426547,0,0,-0.092526,0,99.968,1.04071,84.1423,0,2498.58,4.24388,-0,0.0185606,130.944,130.944,2.59936,10,0,0,0.0334151,-0,-0.0853353,0,1
0.05,0.00398872,0,0.018739,0.156282,0,0.750041,0,0,0,0.999112,0,0.0421433,0,0,-0.111982,0,99.96,1.04068,77.9905,0,2498.78,4.2644,-0,0.00619582,130.938,130.938,2.5992,10,0,0,0.0309576,-0,-0.0843116,0,1
0.06,0.00569617,0,0.0269912,0.185057,0,0.900405,0,0,0,0.999137,0,0.0415383,0,0,-0.130023,0,99.952,1.04065,71.9565,0,2498.97,4.25024,-0,-0.00626382,130.931,130.931,2.59904,10,0,0,0.0285479,-0,-0.0831004,0,1
0.07,0.00768679,0,0.0367475,0.212913,0,1.05089,0,0,0,0.999165,0,0.0408465,0,0,-0.146669,0,99.944,1.04061,66.0528,0,2499.13,4.20126,-0,-0.0188188,130.924,130.924,2.59888,10,0,0,0.026191,-0,-0.0817158,0,1
0.08,0.00995127,0,0.0480094,0.239823,0,1.2015,0,0,0,0.999197,0,0.0400751,0,0,-0.161951,0,99.936,1.04058,60.2895,0,2499.28,4.15464,-0,-0.0314704,130.918,130.918,2.59872,10,0,0,0.0238907,-0,-0.0801716,0,1
0.09,0.01248,0,0.0607779,0.265762,0,1.35223,0,0,0,0.99923,0,0.0392306,0,0,-0.175902,0,99.928,1.04054,54.6748,0,2499.41,4.11038,-0,-0.0442209,130.911,130.911,2.59856,10,0,0,0.0216504,-0,-0.0784813,0,1
0.1,0.0152632,0,0.0750543,0.29071,0,1.50308,0,0,0,0.999266,0,0.0383196,0,0,-0.18856,0,99.92,1.04051,49.2164,0,2499.52,4.06846,-0,-0.0570728,130.905,130.905,2.5984,10,0,0,0.019473,-0,-0.0766579,0,1
0.11,0.0182908,0,0.0908398,0.314652,0,1.65404,0,0,0,0.999302,0,0.0373485,0,0,-0.199961,0,99.912,1.04048,43.9209,0,2499.62,4.02886,-0,-0.0700299,130.898,130.898,2.59824,10,0,0,0.0173611,-0,-0.0747143,0,1
0.12,0.0215528,0,0.108136,0.337575,0,1.80512,0,0,0,0.99934,0,0.0363234,0,0,-0.210145,0,99.904,1.04044,38.7941,0,2499.71,3.99157,-0,-0.0830959,130.892,130.892,2.59808,10,0,0,0.0153169,-0,-0.0726628,0,1
0.13,0.0250389,0,0.126943,0.359471,0,1.95631,0,0,0,0.999379,0,0.0352504,0,0,-0.219152,0,99.896,1.04041,33.8409,0,2499.78,3.95656,-0,-0.0962754,130.885,130.885,2.59792,10,0,0,0.0133425,-0,-0.0705153,0,1
0.14,0.0287388,0,0.147262,0.380335,0,2.1076,0,0,0,0.999417,0,0.0341351,0,0,-0.227023,0,99.888,1.04038,29.0657,0,2499.84,3.9238,-0,-0.109573,130.878,130.878,2.59776,10,0,0,0.0114394,-0,-0.0682835,0,1
0.15,0.0326421,0,0.169095,0.400164,0,2.259,0,0,0,0.999456,0,0.0329833,0,0,-0.233802,0,99.88,1.04034,24.4718,0,2499.89,3.89326,-0,-0.122995,130.872,130.872,2.5976,10,0,0,0.00960909,-0,-0.0659785,0,1
0.16,0.0367386,0,0.192442,0.41896,0,2.4105,0,0,0,0.999494,0,0.0318001,0,0,-0.23953,0,99.872,1.04031,20.0619,0,2499.93,3.86489,-0,-0.136546,130.865,130.865,2.59744,10,0,0,0.00785251,-0,-0.063611,0,1
0.17,0.0410179,0,0.217305,0.436727,0,2.56209,0,0,0,0.999532,0,0.0305909,0,0,-0.244252,0,99.864,1.04027,15.8383,0,2499.96,3.83866,-0,-0.150231,130.859,130.859,2.59728,10,0,0,0.00617048,-0,-0.0611913,0,1
0.18,0.0454697,0,0.243684,0.453471,0,2.71377,0,0,0,0.999569,0,0.0293604,0,0,-0.248011,0,99.856,1.04024,11.8021,0,2499.99,3.81452,-0,-0.164057,130.852,130.852,2.59712,10,0,0,0.00456354,-0,-0.0587292,0,1
0.19,0.0500839,0,0.271581,0.469201,0,2.86553,0,0,0,0.999605,0,0.0281134,0,0,-0.250851,0,99.848,1.04021,7.95441,0,2500,3.79244,-0,-0.17803,130.846,130.846,2.59696,10,0,0,0.00303199,-0,-0.0562342,0,1
0.2,0.0548504,0,0.300995,0.48393,0,3.01737,0,0,0,0.999639,0,0.0268543,0,0,-0.252817,0,99.84,1.04017,4.29524,0,2500.01,3.77237,-0,-0.192156,130.839,130.839,2.5968,10,0,0,0.00157586,-0,-0.0537151,0,1
0.21,0.0597592,0,0.331929,0.49767,0,3.16929,0,0,0,0.999673,0,0.0255875,0,0,-0.253953,0,99.832,1.04014,0.82432,0,2500.02,3.75425,-0,-0.206441,130.832,130.832,2.59664,10,0,0,0.00019502,-0,-0.0511806,0,1
0.22,0.0648006,0,0.364381,0.510438,0,3.32128,0,0,0,0.999704,0,0.024317,0,0,-0.254303,0,99.824,1.0401,-2.45921,0,2500.02,3.73805,-0,-0.22089,130.826,130.826,2.59648,10,0,0,-0.00111091,-0,-0.0486387,0,1
0.23,0.0699648,0,0.398354,0.522251,0,3.47333,0,0,0,0.999734,0,0.0230465,0,0,-0.25391,0,99.816,1.04007,-5.55671,0,2500.02,3.72371,-0,-0.235511,130.819,130.819,2.59632,10,0,0,-0.00234249,-0,-0.046097,0,1
0.24,0.0752425,0,0.433848,0.533129,0,3.62544,0,0,0,0.999763,0,0.0217797,0,0,-0.252819,0,99.808,1.04004,-8.46995,0,2500.01,3.71118,-0,-0.250307,130.813,130.813,2.59616,10,0,0,-0.00350046,-0,-0.0435628,0,1
0.25,0.0806244,0,0.470863,0.543092,0,3.77761,0,0,0,0.999789,0,0.02052,0,0,-0.251071,0,99.8,1.04,-11.2012,0,2500,3.70042,-0,-0.265286,130.806,130.806,2.596,10,0,0,-0.00458571,-0,-0.0410429,0,1
0.26,0.0861014,0,0.5094,0.552163,0,3.92983,0,0,0,0.999814,0,0.0192705,0,0,-0.24871,0,99.792,1.03997,-13.753,0,2499.99,3.69137,-0,-0.280453,130.8,130.8,2.59584,10,0,0,-0.00559932,-0,-0.0385435,0,1
0.27,0.0916647,0,0.54946,0.560366,0,4.0821,0,0,0,0.999837,0,0.0180343,0,0,-0.245778,0,99.784,1.03993,-16.1283,0,2499.98,3.68399,-0,-0.295813,130.793,130.793,2.59568,10,0,0,-0.00654248,-0,-0.0360706,0,1
0.28,0.0973059,0,0.591043,0.567724,0,4.23442,0,0,0,0.999859,0,0.0168141,0,0,-0.242314,0,99.776,1.0399,-18.3306,0,2499.97,3.67822,-0,-0.311371,130.786,130.786,2.59552,10,0,0,-0.00741653,-0,-0.0336297,0,1
0.29,0.103016,0,0.634149,0.574265,0,4.38677,0,0,0,0.999878,0,0.0156123,0,0,-0.238359,0,99.768,1.03987,-20.3633,0,2499.95,3.67402,-0,-0.327133,130.78,130.78,2.59536,10,0,0,-0.00822294,-0,-0.0312259,0,1
0.3,0.108789,0,0.678778,0.580014,0,4.53917,0,0,0,0.999896,0,0.0144315,0,0,-0.233953,0,99.76,1.03983,-22.2305,0,2499.94,3.67135,-0,-0.343102,130.773,130.773,2.5952,10,0,0,-0.00896326,-0,-0.028864,0,1
0.31,0.114614,0,0.724932,0.584999,0,4.69159,0,0,0,0.999912,0,0.0132737,0,0,-0.229133,0,99.752,1.0398,-23.9361,0,2499.93,3.67014,-0,-0.359283,130.767,130.767,2.59504,10,0,0,-0.00963917,-0,-0.0265483,0,1
0.32,0.120486,0,0.77261,0.589249,0,4.84405,0,0,0,0.999926,0,0.012141,0,0,-0.223937,0,99.744,1.03976,-25.4847,0,2499.92,3.67037,-0,-0.375681,130.76,130.76,2.59488,10,0,0,-0.0102524,-0,-0.0242826,0,1
0.33,0.126397,0,0.821813,0.592791,0,4.99655,0,0,0,0.999939,0,0.0110351,0,0,-0.218402,0,99.736,1.03973,-26.8807,0,2499.9,3.67198,-0,-0.3923,130.753,130.753,2.59472,10,0,0,-0.0108049,-0,-0.0220707,0,1
0.34,0.13234,0,0.872541,0.595654,0,5.14906,0,0,0,0.99995,0,0.00995764,0,0,-0.212562,0,99.728,1.0397,-28.129,0,2499.89,3.67493,-0,-0.409143,130.747,130.747,2.59456,10,0,0,-0.0112984,-0,-0.0199156,0,1
0.35,0.138308,0,0.924795,0.597868,0,5.30161,0,0,0,0.99996,0,0.00891005,0,0,-0.206451,0,99.72,1.03966,-29.2344,0,2499.88,3.67919,-0,-0.426214,130.74,130.74,2.5944,10,0,0,-0.0117349,-0,-0.0178203,0,1
0.36,0.144295,0,0.978573,0.599462,0,5.45417,0,0,0,0.999969,0,0.00789361,0,0,-0.200103,0,99.712,1.03963,-30.202,0,2499.88,3.6847,-0,-0.443517,130.734,130.734,2.59424,10,0,0,-0.0121166,-0,-0.0157874,0,1
0.37,0.150295,0,1.03388,0.600465,0,5.60676,0,0,0,0.999976,0,0.00690943,0,0,-0.193548,0,99.704,1.03959,-31.0369,0,2499.87,3.69142,-0,-0.461054,130.727,130.727,2.59408,10,0,0,-0.0124453,-0,-0.013819,0,1
0.38,0.156302,0,1.09071,0.600907,0,5.75937,0,0,0,0.999982,0,0.00595847,0,0,-0.186818,0,99.696,1.03956,-31.7442,0,2499.86,3.69933,-0,-0.478829,130.721,130.721,2.59392,10,0,0,-0.0127233,-0,-0.011917,0,1
0.39,0.162311,0,1.14907,0.600817,0,5.91199,0,0,0,0.999987,0,0.00504153,0,0,-0.179941,0,99.688,1.03953,-32.3294,0,2499.86,3.70838,-0,-0.496844,130.714,130.714,2.59376,10,0,0,-0.0129526,-0,-0.0100831,0,1
0.4,0.168317,0,1.20895,0.600226,0,6.06464,0,0,0,0.999991,0,0.00415928,0,0,-0.172946,0,99.68,1.03949,-32.7977,0,2499.86,3.71854,-0,-0.515103,130.707,130.707,2.5936,10,0,0,-0.0131353,-0,-0.00831858,0,1
0.41,0.174314,0,1.27036,0.59916,0,6.2173,0,0,0,0.999995,0,0.00331224,0,0,-0.165859,0,99.672,1.03946,-33.1545,0,2499.86,3.72977,-0,-0.533607,130.701,130.701,2.59344,10,0,0,-0.0132737,-0,-0.00662449,0,1
0.42,0.180299,0,1.33329,0.59765,0,6.36998,0,0,0,0.999997,0,0.0025008,0,0,-0.158707,0,99.664,1.03942,-33.4053,0,2499.86,3.74204,-0,-0.552359,130.694,130.694,2.59328,10,0,0,-0.0133699,-0,-0.00500161,0,1
0.43,0.186266,0,1.39776,0.595724,0,6.52267,0,0,0,0.999999,0,0.00172525,0,0,-0.151512,0,99.656,1.03939,-33.5553,0,2499.86,3.75531,-0,-0.571361,130.688,130.688,2.59312,10,0,0,-0.0134259,-0,-0.0034505,0,1
0.44,0.192212,0,1.46375,0.593408,0,6.67538,0,0,0,1,0,0.000985721,0,0,-0.144298,0,99.648,1.03936,-33.6099,0,2499.86,3.76956,-0,-0.590615,130.681,130.681,2.59296,10,0,0,-0.0134441,-0,-0.00197144,0,1
0.45,0.198133,0,1.53127,0.590732,0,6.8281,0,0,0,1,0,0.000282265,0,0,-0.137087,0,99.64,1.03932,-33.5745,0,2499.87,3.78475,-0,-0.610124,130.675,130.675,2.5928,10,0,0,-0.0134264,-0,-0.00056453,0,1
0.46,0.204025,0,1.60031,0.587722,0,6.98084,0,0,0,1,0,-0.000385185,0,0,-0.129899,0,99.632,1.03929,-33.4544,0,2499.87,3.80086,-0,-0.629888,130.668,130.668,2.59264,10,0,0,-0.013375,-0,0.000770369,0,1
0.47,0.209886,0,1.67088,0.584403,0,7.13359,0,0,0,0.999999,0,-0.00101679,0,0,-0.122753,0,99.624,1.03925,-33.2547,0,2499.88,3.81786,-0,-0.649911,130.661,130.661,2.59248,10,0,0,-0.0132921,-0,0.00203358,0,1
0.48,0.215713,0,1.74298,0.580803,0,7.28636,0,0,0,0.999999,0,-0.00161282,0,0,-0.115668,0,99.616,1.03922,-32.9807,0,2499.89,3.83572,-0,-0.670193,130.655,130.655,2.59232,10,0,0,-0.0131796,-0,0.00322563,0,1
0.49,0.221501,0,1.81661,0.576945,0,7.43914,0,0,0,0.999998,0,-0.0021736,0,0,-0.10866,0,99.608,1.03919,-32.6374,0,2499.89,3.85442,-0,-0.690737,130.648,130.648,2.59216,10,0,0,-0.0130396,-0,0.0043472,0,1
0.5,0.227251,0,1.89176,0.572854,0,7.59194,0,0,0,0.999996,0,-0.00269957,0,0,-0.101745,0,99.6,1.03915,-32.2298,0,2499.9,3.87393,-0,-0.711543,130.642,130.642,2.592,10,0,0,-0.0128741,-0,0.00539914,0,1
0.51,0.232958,0,1.96845,0.568553,0,7.74475,0,0,0,0.999995,0,-0.00319122,0,0,-0.0949374,0,99.592,1.03912,-31.7628,0,2499.91,3.89422,-0,-0.732614,130.635,130.635,2.59184,10,0,0,-0.012685,-0,0.00638246,0,1
0.52,0.238621,0,2.04666,0.564067,0,7.89758,0,0,0,0.999993,0,-0.00364914,0,0,-0.0882507,0,99.584,1.03908,-31.2412,0,2499.93,3.91528,-0,-0.753951,130.629,130.629,2.59168,10,0,0,-0.0124742,-0,0.0072983,0,1
0.53,0.244239,0,2.1264,0.559415,0,8.05043,0,0,0,0.999992,0,-0.00407395,0,0,-0.0816971,0,99.576,1.03905,-30.6697,0,2499.94,3.93708,-0,-0.775556,130.622,130.622,2.59152,10,0,0,-0.0122437,-0,0.00814792,0,1
0.54,0.249809,0,2.20767,0.55462,0,8.20329,0,0,0,0.99999,0,-0.00446635,0,0,-0.0752877,0,99.568,1.03902,-30.0527,0,2499.95,3.9596,-0,-0.79743,130.615,130.615,2.59136,10,0,0,-0.0119951,-0,0.00893272,0,1
0.55,0.255331,0,2.29047,0.549703,0,8.35616,0,0,0,0.999988,0,-0.00482708,0,0,-0.0690327,0,99.56,1.03898,-29.3947,0,2499.96,3.98282,-0,-0.819574,130.609,130.609,2.5912,10,0,0,-0.0117304,-0,0.00965419,0,1
0.56,0.260803,0,2.37479,0.544682,0,8.50905,0,0,0,0.999987,0,-0.00515694,0,0,-0.0629413,0,99.552,1.03895,-28.7,0,2499.98,4.00672,-0,-0.84199,130.602,130.602,2.59104,10,0,0,-0.0114511,-0,0.0103139,0,1
0.57,0.266224,0,2.46065,0.539577,0,8.66196,0,0,0,0.999985,0,-0.00545677,0,0,-0.0570216,0,99.544,1.03891,-27.9728,0,2499.99,4.03127,-0,-0.86468,130.596,130.596,2.59088,10,0,0,-0.011159,-0,0.0109136,0,1
0.58,0.271594,0,2.54803,0.534406,0,8.81489,0,0,0,0.999984,0,-0.00572744,0,0,-0.0512807,0,99.536,1.03888,-27.217,0,2500,4.05647,-0,-0.887645,130.589,130.589,2.59072,10,0,0,-0.0108555,-0,0.011455,0,1
0.59,0.276912,0,2.63694,0.529185,0,8.96783,0,0,0,0.999982,0,-0.00596988,0,0,-0.045725,0,99.528,1.03884,-26.4365,0,2500.02,4.08229,-0,-0.910887,130.582,130.582,2.59056,10,0,0,-0.0105424,-0,0.0119398,0,1
0.6,0.282178,0,2.72739,0.523931,0,9.12079,0,0,0,0.999981,0,-0.00618501,0,0,-0.0403598,0,99.52,1.03881,-25.6349,0,2500.03,4.10871,-0,-0.934406,130.576,130.576,2.5904,10,0,0,-0.010221,-0,0.0123701,0,1
0.61,0.287391,0,2.81936,0.51866,0,9.27377,0,0,0,0.99998,0,-0.00637379,0,0,-0.0351897,0,99.512,1.03878,-24.816,0,2500.04,4.13571,-0,-0.958206,130.569,130.569,2.59024,10,0,0,-0.00989281,-0,0.0127477,0,1
0.62,0.292551,0,2.91286,0.513386,0,9.42677,0,0,0,0.999979,0,-0.00653723,0,0,-0.0302183,0,99.504,1.03874,-23.983,0,2500.06,4.16328,-0,-0.982286,130.563,130.563,2.59008,10,0,0,-0.00955911,-0,0.0130745,0,1
0.63,0.297658,0,3.0079,0.508122,0,9.57978,0,0,0,0.999978,0,-0.00667631,0,0,-0.0254487,0,99.496,1.03871,-23.1393,0,2500.07,4.19141,-0,-1.00665,130.556,130.556,2.58992,10,0,0,-0.00922123,-0,0.0133527,0,1
0.64,0.302713,0,3.10446,0.502883,0,9.73282,0,0,0,0.999977,0,-0.00679205,0,0,-0.020883,0,99.488,1.03867,-22.2878,0,2500.08,4.22006,-0,-1.0313,130.55,130.55,2.58976,10,0,0,-0.00888041,-0,0.0135842,0,1
0.65,0.307716,0,3.20255,0.497679,0,9.88587,0,0,0,0.999976,0,-0.00688548,0,0,-0.0165228,0,99.48,1.03864,-21.4317,0,2500.1,4.24924,-0,-1.05623,130.543,130.543,2.5896,10,0,0,-0.00853781,-0,0.0137711,0,1
0.66,0.312667,0,3.30218,0.492522,0,10.0389,0,0,0,0.999976,0,-0.00695762,0,0,-0.0123687,0,99.472,1.03861,-20.5736,0,2500.11,4.27892,-0,-1.08145,130.536,130.536,2.58944,10,0,0,-0.00819455,-0,0.0139154,0,1
0.67,0.317567,0,3.40333,0.487423,0,10.192,0,0,0,0.999975,0,-0.00700951,0,0,-0.00842104,0,99.464,1.03857,-19.7162,0,2500.12,4.30908,-0,-1.10696,130.53,130.53,2.58928,10,0,0,-0.00785167,-0,0.0140191,0,1
0.68,0.322416,0,3.50602,0.482392,0,10.3452,0,0,0,0.999975,0,-0.00704217,0,0,-0.00467935,0,99.456,1.03854,-18.862,0,2500.14,4.33972,-0,-1.13277,130.523,130.523,2.58912,10,0,0,-0.00751017,-0,0.0140845,0,1
0.69,0.327215,0,3.61023,0.477437,0,10.4983,0,0,0,0.999975,0,-0.00705664,0,0,-0.00114266,0,99.448,1.0385,-18.0133,0,2500.15,4.37081,-0,-1.15886,130.517,130.517,2.58896,10,0,0,-0.00717097,-0,0.0141134,0,1
0.7,0.331965,0,3.71598,0.472567,0,10.6514,0,0,0,0.999975,0,-0.00705394,0,0,0.00219057,0,99.44,1.03847,-17.1723,0,2500.16,4.40234,-0,-1.18525,130.51,130.51,2.5888,10,0,0,-0.00683494,-0,0.014108,0,1
0.71,0.336666,0,3.82326,0.467789,0,10.8046,0,0,0,0.999975,0,-0.00703508,0,0,0.00532233,0,99.432,1.03844,-16.3411,0,2500.17,4.4343,-0,-1.21194,130.504,130.504,2.58864,10,0,0,-0.0065029,-0,0.0140703,0,1
0.72,0.341321,0,3.93208,0.46311,0,10.9578,0,0,0,0.999975,0,-0.00700105,0,0,0.00825512,0,99.424,1.0384,-15.5216,0,2500.18,4.46668,-0,-1.23893,130.497,130.497,2.58848,10,0,0,-0.0061756,-0,0.0140022,0,1
0.73,0.345929,0,4.04242,0.458537,0,11.111,0,0,0,0.999976,0,-0.00695286,0,0,0.0109918,0,99.416,1.03837,-14.7155,0,2500.2,4.49945,-0,-1.26621,130.49,130.49,2.58832,10,0,0,-0.00585373,-0,0.0139058,0,1
0.74,0.350492,0,4.1543,0.454074,0,11.2643,0,0,0,0.999976,0,-0.00689146,0,0,0.0135358,0,99.408,1.03833,-13.9244,0,2500.21,4.5326,-0,-1.2938,130.484,130.484,2.58816,10,0,0,-0.00553794,-0,0.013783,0,1
0.75,0.355011,0,4.2677,0.449728,0,11.4175,0,0,0,0.999977,0,-0.00681782,0,0,0.0158906,0,99.4,1.0383,-13.1498,0,2500.22,4.56613,-0,-1.3217,130.477,130.477,2.588,10,0,0,-0.00522881,-0,0.0136357,0,1
0.76,0.359487,0,4.38265,0.445501,0,11.5708,0,0,0,0.999977,0,-0.00673287,0,0,0.0180603,0,99.392,1.03827,-12.3931,0,2500.23,4.60001,-0,-1.34989,130.471,130.471,2.58784,10,0,0,-0.00492688,-0,0.0134658,0,1
0.77,0.363921,0,4.49912,0.441397,0,11.7241,0,0,0,0.999978,0,-0.00663752,0,0,0.0200493,0,99.384,1.03823,-11.6555,0,2500.24,4.63424,-0,-1.3784,130.464,130.464,2.58768,10,0,0,-0.00463264,-0,0.0132751,0,1
0.78,0.368315,0,4.61713,0.437421,0,11.8774,0,0,0,0.999979,0,-0.00653267,0,0,0.021862,0,99.376,1.0382,-10.9381,0,2500.25,4.6688,-0,-1.40722,130.458,130.458,2.58752,10,0,0,-0.00434652,-0,0.0130654,0,1
0.79,0.37267,0,4.73667,0.433573,0,12.0307,0,0,0,0.999979,0,-0.00641919,0,0,0.0235033,0,99.368,1.03816,-10.2418,0,2500.26,4.70367,-0,-1.43635,130.451,130.451,2.58736,10,0,0,-0.00406891,-0,0.0128385,0,1
0.8,0.376987,0,4.85774,0.429857,0,12.1841,0,0,0,0.99998,0,-0.00629792,0,0,0.0249782,0,99.36,1.03813,-9.56761,0,2500.27,4.73886,-0,-1.46579,130.444,130.444,2.5872,10,0,0,-0.00380014,-0,0.0125959,0,1
0.81,0.381268,0,4.98035,0.426273,0,12.3375,0,0,0,0.999981,0,-0.00616969,0,0,0.026292,0,99.352,1.03809,-8.9162,0,2500.28,4.77433,-0,-1.49555,130.438,130.438,2.58704,10,0,0,-0.00354052,-0,0.0123395,0,1
0.82,0.385513,0,5.10449,0.422823,0,12.4908,0,0,0,0.999982,0,-0.00603527,0,0,0.0274501,0,99.344,1.03806,-8.28821,0,2500.29,4.81008,-0,-1.52563,130.431,130.431,2.58688,10,0,0,-0.0032903,-0,0.0120706,0,1
0.83,0.389725,0,5.23017,0.419507,0,12.6443,0,0,0,0.999983,0,-0.00589544,0,0,0.028458,0,99.336,1.03803,-7.68419,0,2500.3,4.84611,-0,-1.55603,130.425,130.425,2.58672,10,0,0,-0.00304968,-0,0.011791,0,1
0.84,0.393904,0,5.35738,0.416326,0,12.7977,0,0,0,0.999983,0,-0.00575094,0,0,0.0293213,0,99.328,1.03799,-7.10459,0,2500.31,4.88239,-0,-1.58675,130.418,130.418,2.58656,10,0,0,-0.00281884,-0,0.0115019,0,1
0.85,0.398052,0,5.48612,0.413278,0,12.9512,0,0,0,0.999984,0,-0.00560247,0,0,0.0300458,0,99.32,1.03796,-6.54974,0,2500.32,4.91891,-0,-1.6178,130.411,130.411,2.5864,10,0,0,-0.00259792,-0,0.011205,0,1
0.86,0.40217,0,5.6164,0.410365,0,13.1046,0,0,0,0.999985,0,-0.00545071,0,0,0.0306373,0,99.312,1.03792,-6.0199,0,2500.33,4.95567,-0,-1.64917,130.405,130.405,2.58624,10,0,0,-0.002387,-0,0.0109015,0,1
0.87,0.406259,0,5.74821,0.407583,0,13.2581,0,0,0,0.999986,0,-0.00529631,0,0,0.0311017,0,99.304,1.03789,-5.51524,0,2500.33,4.99265,-0,-1.68086,130.398,130.398,2.58608,10,0,0,-0.00218617,-0,0.0105927,0,1
0.88,0.410322,0,5.88156,0.404933,0,13.4116,0,0,0,0.999987,0,-0.0051399,0,0,0.0314448,0,99.296,1.03786,-5.03584,0,2500.34,5.02984,-0,-1.71289,130.392,130.392,2.58592,10,0,0,-0.00199544,-0,0.0102798,0,1
0.89,0.414358,0,6.01645,0.402413,0,13.5652,0,0,0,0.999988,0,-0.00498206,0,0,0.0316726,0,99.288,1.03782,-4.58171,0,2500.35,5.06723,-0,-1.74525,130.385,130.385,2.58576,10,0,0,-0.00181482,-0,0.00996416,0,1
0.9,0.41837,0,6.15287,0.40002,0,13.7187,0,0,0,0.999988,0,-0.00482336,0,0,0.031791,0,99.28,1.03779,-4.15279,0,2500.36,5.10481,-0,-1.77795,130.379,130.379,2.5856,10,0,0,-0.00164427,-0,0.00964675,0,1
0.91,0.422359,0,6.29082,0.397752,0,13.8723,0,0,0,0.999989,0,-0.00466433,0,0,0.0318059,0,99.272,1.03775,-3.74895,0,2500.37,5.14257,-0,-1.81098,130.372,130.372,2.58544,10,0,0,-0.00148376,-0,0.00932869,0,1
0.92,0.426326,0,6.43031,0.395608,0,14.0259,0,0,0,0.99999,0,-0.00450547,0,0,0.031723,0,99.264,1.03772,-3.36999,0,2500.38,5.1805,-0,-1.84434,130.365,130.365,2.58528,10,0,0,-0.00133318,-0,0.00901096,0,1
0.93,0.430272,0,6.57134,0.393584,0,14.1795,0,0,0,0.999991,0,-0.00434725,0,0,0.0315483,0,99.256,1.03768,-3.01565,0,2500.39,5.21859,-0,-1.87805,130.359,130.359,2.58512,10,0,0,-0.00119244,-0,0.00869453,0,1
0.94,0.434198,0,6.7139,0.391677,0,14.3331,0,0,0,0.999991,0,-0.00419013,0,0,0.0312873,0,99.248,1.03765,-2.68562,0,2500.4,5.25683,-0,-1.9121,130.352,130.352,2.58496,10,0,0,-0.00106141,-0,0.00838029,0,1
0.95,0.438106,0,6.858,0.389885,0,14.4868,0,0,0,0.999992,0,-0.00403452,0,0,0.0309459,0,99.24,1.03762,-2.37954,0,2500.41,5.29521,-0,-1.94649,130.346,130.346,2.5848,10,0,0,-0.000939939,-0,0.00806906,0,1
0.96,0.441996,0,7.00364,0.388204,0,14.6404,0,0,0,0.999992,0,-0.0038808,0,0,0.0305294,0,99.232,1.03758,-2.09698,0,2500.41,5.33372,-0,-1.98122,130.339,130.339,2.58464,10,0,0,-0.000827865,-0,0.00776162,0,1
0.97,0.44587,0,7.15081,0.38663,0,14.7941,0,0,0,0.999993,0,-0.00372934,0,0,0.0300435,0,99.224,1.03755,-1.83751,0,2500.42,5.37235,-0,-2.0163,130.333,130.333,2.58448,10,0,0,-0.000725,-0,0.0074587,0,1
0.98,0.449729,0,7.29952,0.385161,0,14.9478,0,0,0,0.999994,0,-0.00358047,0,0,0.0294934,0,99.216,1.03751,-1.60061,0,2500.43,5.4111,-0,-2.05173,130.326,130.326,2.58432,10,0,0,-0.000631145,-0,0.00716096,0,1
0.99,0.453574,0,7.44976,0.383793,0,15.1015,0,0,0,0.999994,0,-0.00343451,0,0,0.0288843,0,99.208,1.03748,-1.38575,0,2500.44,5.44996,-0,-2.08751,130.319,130.319,2.58416,10,0,0,-0.000546086,-0,0.00686903,0,1
1,0.457405,0,7.60155,0.382522,0,15.2553,0,0,0,0.999995,0,-0.00329172,0,0,0.0282214,0,99.2,1.03745,-1.19237,0,2500.45,5.48891,-0,-2.12363,130.313,130.313,2.584,10,0,0,-0.000469593,-0,0.00658346,0,1
1.01,0.461224,0,7.75487,0.381344,0,15.409,0,0,0,0.999995,0,-0.00315238,0,0,0.0275095,0,99.192,1.03741,-1.01988,0,2500.46,5.52795,-0,-2.16011,130.306,130.306,2.58384,10,0,0,-0.000401428,-0,0.00630477,0,1
